0.004; 1130.3; 3123.69; 2.06549e-06; 2.4532e-06; 1.90569e-06; 2.21903e-06; 1.85053e-06
0.2; 70987.8; 132423; 0.000358778; -0.000710483; 0.00025153; -0.000915654; 0.000284581
0.4; 345547; 521802; -0.00385142; -0.00366917; -0.00513924; -0.00461634; -0.00600344
0.6; 575479; 607382; -0.0125755; -0.0124991; -0.0154668; -0.0155438; -0.0191307
0.8; 594150; 465341; -0.024642; -0.0255631; -0.0306014; -0.0306578; -0.0379021
1; 631747; 431079; -0.0381866; -0.0380412; -0.0460476; -0.0466976; -0.0584592
1.2; 672480; 493388; -0.0499841; -0.0498041; -0.0604724; -0.06016; -0.0762526
1.4; 661956; 479228; -0.0605961; -0.0605657; -0.0716696; -0.0722218; -0.0895547
1.6; 615929; 454994; -0.0716098; -0.0717424; -0.0828693; -0.0827198; -0.100203
1.8; 586840; 487548; -0.0848191; -0.0844882; -0.0948227; -0.0946189; -0.110423
2; 564161; 498035; -0.100609; -0.100371; -0.109522; -0.109294; -0.122964
2.2; 537945; 491721; -0.118697; -0.118872; -0.126965; -0.127096; -0.139193
2.4; 508336; 503093; -0.137623; -0.137541; -0.145771; -0.145829; -0.157771
2.6; 496823; 514415; -0.154506; -0.154493; -0.162977; -0.162884; -0.175218
2.8; 510988; 490984; -0.167403; -0.167108; -0.175212; -0.175005; -0.186686
3; 526172; 489024; -0.17662; -0.176195; -0.183192; -0.182797; -0.192721
3.2; 523035; 520724; -0.184172; -0.183543; -0.189325; -0.188694; -0.196607
3.4; 519827; 524195; -0.191329; -0.190483; -0.194869; -0.194142; -0.199584
3.6; 524604; 516567; -0.198325; -0.19759; -0.200373; -0.19955; -0.202264
3.8; 525720; 519843; -0.20419; -0.20331; -0.204647; -0.203816; -0.203872
4; 542004; 517547; -0.206842; -0.206077; -0.205613; -0.20478; -0.20185
4.2; 562790; 509080; -0.204981; -0.203899; -0.201577; -0.200464; -0.194178
4.4; 569433; 533814; -0.199083; -0.197783; -0.193912; -0.192633; -0.183734
4.6; 572324; 560147; -0.19062; -0.189083; -0.184516; -0.182908; -0.172814
4.8; 588376; 549301; -0.180853; -0.179202; -0.17415; -0.172584; -0.16171
5; 609136; 531702; -0.170309; -0.1687; -0.163308; -0.161576; -0.150155
5.2; 633501; 520531; -0.159041; -0.157356; -0.151386; -0.149738; -0.137246
5.4; 657917; 510811; -0.14642; -0.144707; -0.137996; -0.136231; -0.122317
5.6; 678608; 517475; -0.132046; -0.130377; -0.122729; -0.121054; -0.105595
5.8; 692682; 528940; -0.116078; -0.114277; -0.106142; -0.104347; -0.0879693
6; 703392; 534594; -0.0992193; -0.0974203; -0.0891601; -0.0873396; -0.0708215
6.2; 708288; 531024; -0.0825847; -0.0806722; -0.072973; -0.0710536; -0.0554655
6.4; 713287; 521352; -0.0669751; -0.0651092; -0.0583156; -0.05644; -0.0425076
6.6; 722573; 511948; -0.05313; -0.0512585; -0.0457055; -0.0438385; -0.0319113
6.8; 736191; 503464; -0.0410941; -0.0394344; -0.0349344; -0.0332727; -0.0232309
7; 747959; 497903; -0.0307124; -0.0292326; -0.0257339; -0.0242343; -0.0159298
7.2; 752818; 495123; -0.0218794; -0.0205095; -0.0180002; -0.0166285; -0.00994045
7.4; 745843; 492811; -0.0145865; -0.0133563; -0.0118606; -0.0106257; -0.00571711
7.6; 726942; 491267; -0.00922708; -0.0080587; -0.00783432; -0.00666669; -0.00393353
7.8; 701194; 489240; -0.00622929; -0.00514126; -0.00636391; -0.00527875; -0.00507353
8; 674215; 485792; -0.00602885; -0.00507938; -0.00781338; -0.00688367; -0.00936108
8.2; 651542; 480391; -0.00873153; -0.00803306; -0.01224; -0.0114592; -0.016597
8.4; 638083; 474697; -0.0143324; -0.0136554; -0.0193324; -0.0186997; -0.0262216
8.6; 632101; 469535; -0.0222365; -0.0217601; -0.028592; -0.0281382; -0.0376609
8.8; 625392; 465336; -0.0320981; -0.0318156; -0.0395568; -0.0392851; -0.0504165
9; 612531; 464621; -0.0435462; -0.0433067; -0.0518969; -0.0516806; -0.0642158
