0.004; 1153.62; 3132.56; 2.14041e-06; 2.52763e-06; 2.0206e-06; 2.34942e-06; 2.07501e-06
0.2; 72234.3; 132591; 0.000487269; -0.000590408; 0.00040702; -0.000748835; 0.00050352
0.4; 352094; 520669; -0.00304821; -0.00278337; -0.00401139; -0.00348387; -0.00441517
0.6; 587614; 605519; -0.0102414; -0.0104298; -0.0124491; -0.0126114; -0.0149163
0.8; 611299; 464549; -0.0210184; -0.0211748; -0.0251023; -0.0254371; -0.0303349
1; 657485; 436719; -0.0321388; -0.0320043; -0.0385; -0.0385372; -0.0476675
1.2; 700386; 502629; -0.0418332; -0.0416577; -0.0503478; -0.0499432; -0.0628132
1.4; 686187; 492190; -0.0504542; -0.0500063; -0.0596724; -0.0596738; -0.0741706
1.6; 641339; 469937; -0.0588918; -0.0592996; -0.0686252; -0.068509; -0.0833376
1.8; 613329; 492736; -0.0700869; -0.0694897; -0.0787341; -0.0783317; -0.0920605
2; 596568; 502021; -0.0835489; -0.0832857; -0.0915282; -0.091038; -0.10316
2.2; 570129; 494388; -0.0998368; -0.0995972; -0.107164; -0.107106; -0.11795
2.4; 536773; 501333; -0.117059; -0.116932; -0.124634; -0.124579; -0.135571
2.6; 519291; 514408; -0.133255; -0.133177; -0.141451; -0.141334; -0.153308
2.8; 525311; 504090; -0.146787; -0.146528; -0.15512; -0.154974; -0.167444
3; 536752; 494969; -0.157208; -0.156953; -0.165083; -0.164867; -0.176816
3.2; 540100; 508885; -0.166208; -0.165737; -0.173108; -0.172614; -0.183243
3.4; 534573; 517132; -0.175072; -0.174372; -0.180606; -0.179996; -0.188577
3.6; 528827; 512727; -0.184376; -0.183745; -0.188558; -0.187919; -0.194123
3.8; 519658; 517741; -0.193753; -0.193047; -0.196655; -0.195985; -0.199961
4; 514143; 523398; -0.201525; -0.200927; -0.203391; -0.202856; -0.204926
4.2; 523126; 519751; -0.206187; -0.205475; -0.206966; -0.20625; -0.206554
4.4; 539064; 512707; -0.206706; -0.20587; -0.206084; -0.205234; -0.203451
4.6; 548207; 526421; -0.204215; -0.203143; -0.202376; -0.201331; -0.197828
4.8; 554324; 540024; -0.199925; -0.198685; -0.197176; -0.195938; -0.191245
5; 567084; 526111; -0.194953; -0.193561; -0.191365; -0.190008; -0.184049
5.2; 580150; 520373; -0.189464; -0.188101; -0.185108; -0.183644; -0.176353
5.4; 591685; 521277; -0.18305; -0.181579; -0.177706; -0.17626; -0.167292
5.6; 606231; 518967; -0.174812; -0.173346; -0.168459; -0.167019; -0.156284
5.8; 621798; 524650; -0.164169; -0.162602; -0.156905; -0.155325; -0.143106
6; 633865; 530697; -0.151118; -0.149509; -0.143165; -0.141534; -0.128253
6.2; 644695; 528982; -0.136631; -0.134918; -0.128269; -0.12659; -0.11287
6.4; 654559; 522674; -0.121757; -0.119951; -0.11333; -0.111541; -0.0978832
6.6; 664511; 516171; -0.107399; -0.105575; -0.0991463; -0.0973218; -0.0840122
6.8; 676696; 509564; -0.0939314; -0.0921287; -0.0859614; -0.0841795; -0.0713265
7; 693098; 508318; -0.0811418; -0.0794704; -0.0735414; -0.071846; -0.0594119
7.2; 709523; 507414; -0.0687552; -0.0671274; -0.0615687; -0.0598895; -0.0479942
7.4; 722058; 505809; -0.0564514; -0.054905; -0.049711; -0.0482151; -0.036959
7.6; 728689; 503881; -0.0443863; -0.0429218; -0.038374; -0.0368351; -0.0267066
7.8; 727291; 498985; -0.0331841; -0.0316804; -0.028005; -0.0264954; -0.017831
8; 719321; 495314; -0.0235125; -0.0220632; -0.019406; -0.0179412; -0.0110868
8.2; 709400; 492569; -0.0159882; -0.0146252; -0.013062; -0.011671; -0.00674672
8.4; 701559; 488117; -0.0108946; -0.00960377; -0.00913087; -0.00785033; -0.00477774
8.6; 695724; 485761; -0.00799227; -0.00688291; -0.00739156; -0.00625209; -0.00488861
8.8; 690278; 483250; -0.00698505; -0.00599854; -0.00746443; -0.00648468; -0.0067176
9; 683081; 481175; -0.0074983; -0.00666966; -0.00908028; -0.00826184; -0.0101418
9.2; 670065; 478067; -0.00947833; -0.00876763; -0.0122106; -0.0115006; -0.0151663
9.4; 651586; 472952; -0.0131252; -0.0124964; -0.0170377; -0.0164081; -0.0220043
9.6; 632059; 469554; -0.0186978; -0.0181292; -0.0237538; -0.0232015; -0.0307055
9.8; 615650; 467869; -0.0263767; -0.0258365; -0.0324673; -0.0319427; -0.0411632
10; 603940; 466859; -0.036049; -0.0356176; -0.0429887; -0.042564; -0.0531186
10.2; 596050; 468795; -0.0474009; -0.0470555; -0.0549807; -0.0546572; -0.0661565
10.4; 588630; 469753; -0.0598952; -0.0596498; -0.0679499; -0.0677257; -0.0798683
10.6; 578536; 469406; -0.0730447; -0.0728885; -0.0814541; -0.0813116; -0.0939295
10.8; 564393; 467793; -0.0865109; -0.0863882; -0.0951754; -0.0950724; -0.108073
11; 547838; 465794; -0.100135; -0.100009; -0.108946; -0.108836; -0.12211
11.2; 532540; 464499; -0.113863; -0.113715; -0.122656; -0.122517; -0.135825
11.4; 520592; 464975; -0.127624; -0.12744; -0.136175; -0.136001; -0.148979
11.6; 512783; 467530; -0.141262; -0.141029; -0.149335; -0.149109; -0.16135
11.8; 509731; 471927; -0.154424; -0.154167; -0.161796; -0.161547; -0.172627
12; 507714; 475161; -0.166637; -0.166333; -0.173163; -0.172866; -0.182548
12.2; 506861; 478502; -0.177445; -0.177096; -0.183036; -0.182694; -0.190841
12.4; 506186; 480649; -0.186489; -0.186075; -0.191108; -0.190696; -0.197282
12.6; 506001; 480146; -0.193643; -0.193144; -0.197253; -0.196755; -0.201772
12.8; 508440; 479833; -0.19896; -0.198332; -0.201492; -0.200866; -0.20424
13; 512140; 480657; -0.202507; -0.201757; -0.203893; -0.203135; -0.20475
13.2; 518208; 483389; -0.20434; -0.203454; -0.204492; -0.203601; -0.203305
13.4; 526895; 487195; -0.204353; -0.203357; -0.203218; -0.202212; -0.199869
13.6; 537478; 491439; -0.20241; -0.20131; -0.199985; -0.198873; -0.194453
13.8; 547543; 494176; -0.198373; -0.197179; -0.194728; -0.19352; -0.187131
14; 555954; 495459; -0.19225; -0.190958; -0.187526; -0.18622; -0.178115
14.2; 563098; 495152; -0.184156; -0.182764; -0.178529; -0.177125; -0.167625
14.4; 571049; 493009; -0.174389; -0.172907; -0.168027; -0.166532; -0.155921
14.6; 581418; 490075; -0.163331; -0.16176; -0.15635; -0.154767; -0.143239
14.8; 593891; 487826; -0.151289; -0.14965; -0.143782; -0.142131; -0.129809
15; 607677; 487300; -0.138509; -0.136829; -0.130562; -0.128874; -0.115855
15.2; 620992; 487281; -0.125126; -0.123506; -0.116874; -0.115234; -0.10168
15.4; 632842; 486187; -0.111364; -0.109716; -0.102973; -0.101316; -0.0875341
15.6; 644015; 483372; -0.0973383; -0.0956978; -0.089045; -0.0873852; -0.0737369
15.8; 653786; 479487; -0.0833173; -0.0816989; -0.0753467; -0.0737228; -0.0605988
16; 662441; 475169; -0.0696501; -0.0680484; -0.0622171; -0.060613; -0.0483814
16.2; 670240; 471200; -0.0567152; -0.0551608; -0.0499775; -0.0484103; -0.037305
16.4; 676375; 467992; -0.0449003; -0.0433801; -0.0389468; -0.0374154; -0.0275819
16.6; 680145; 466201; -0.0344605; -0.0330094; -0.0293445; -0.0278864; -0.0193777
16.8; 680859; 464835; -0.0255615; -0.0241881; -0.0213447; -0.0199501; -0.0128412
17; 678607; 463393; -0.0182552; -0.0169839; -0.0150048; -0.0137251; -0.00810925
17.2; 673107; 461744; -0.0125684; -0.0114129; -0.0103949; -0.00923168; -0.00528375
17.4; 664447; 459164; -0.00857134; -0.00753636; -0.00757628; -0.00654223; -0.00444115
17.6; 653356; 454898; -0.00638641; -0.0054802; -0.00663666; -0.00573252; -0.00559286
17.8; 641085; 450328; -0.00617433; -0.00535096; -0.00766996; -0.00684766; -0.00869033
18; 628351; 446524; -0.00805149; -0.0072515; -0.0107342; -0.00994029; -0.0136913
18.2; 615580; 444926; -0.0119538; -0.011297; -0.0157523; -0.0151071; -0.0206033
18.4; 603836; 445052; -0.0178617; -0.0173094; -0.0227067; -0.0221635; -0.0292909
18.6; 593187; 444515; -0.025604; -0.0251386; -0.0313991; -0.030947; -0.0395558
18.8; 582769; 443672; -0.0349266; -0.0345551; -0.0415627; -0.0412116; -0.0511281
19; 571917; 444535; -0.0455755; -0.0452864; -0.0529461; -0.0526719; -0.0637302
19.2; 560750; 444656; -0.0573266; -0.057102; -0.0653014; -0.0650943; -0.077103
19.4; 549212; 443989; -0.0699806; -0.0698191; -0.0784148; -0.0782789; -0.0910099
19.6; 537318; 442341; -0.0833783; -0.0832363; -0.0921105; -0.0919928; -0.105208
19.8; 525777; 441527; -0.0973008; -0.0971765; -0.106153; -0.106045; -0.119444
20; 515143; 443189; -0.111498; -0.111391; -0.120278; -0.120177; -0.133442
20.2; 506104; 445494; -0.125665; -0.125536; -0.134173; -0.134056; -0.146881
20.4; 498879; 448223; -0.139426; -0.139276; -0.147485; -0.147338; -0.15943
20.6; 493170; 451155; -0.152457; -0.152261; -0.159896; -0.159708; -0.170808
20.8; 488624; 453998; -0.16444; -0.164195; -0.171127; -0.170889; -0.180791
21; 486528; 456181; -0.175141; -0.174827; -0.180965; -0.180652; -0.189195
21.2; 486341; 457547; -0.184409; -0.184018; -0.189271; -0.188881; -0.195913
21.4; 487433; 459049; -0.192116; -0.191634; -0.195929; -0.195449; -0.200834
21.6; 490323; 461048; -0.198124; -0.197544; -0.200817; -0.200233; -0.20385
21.8; 494975; 463073; -0.202302; -0.201603; -0.203812; -0.203104; -0.204857
22; 500872; 465524; -0.204533; -0.203722; -0.204823; -0.204004; -0.203832
22.2; 507764; 468074; -0.204721; -0.203794; -0.203778; -0.202838; -0.200724
22.4; 515640; 470296; -0.202829; -0.201787; -0.200653; -0.199595; -0.195535
22.6; 523536; 472332; -0.198882; -0.197721; -0.195504; -0.194328; -0.188375
22.8; 531409; 474029; -0.193011; -0.191743; -0.188518; -0.187235; -0.179535
23; 539427; 475264; -0.185365; -0.183991; -0.179894; -0.178505; -0.169285
23.2; 548088; 475387; -0.176134; -0.174672; -0.169849; -0.168372; -0.157887
23.4; 557989; 473564; -0.165518; -0.163986; -0.158565; -0.157019; -0.145494
23.6; 569602; 471397; -0.153735; -0.152146; -0.146243; -0.144641; -0.132275
23.8; 582042; 469834; -0.140992; -0.139368; -0.133072; -0.131445; -0.118404
24; 593551; 468102; -0.127478; -0.125928; -0.11928; -0.117698; -0.104172
24.2; 604287; 465503; -0.113574; -0.11195; -0.105232; -0.1036; -0.0898851
24.4; 615059; 462159; -0.0994554; -0.0978356; -0.0911671; -0.0895398; -0.0759154
24.6; 625221; 459700; -0.0854403; -0.0838292; -0.0774152; -0.0757912; -0.062599
24.8; 634819; 457690; -0.071851; -0.0702518; -0.0642822; -0.0626825; -0.0502402
25; 643807; 454818; -0.0589525; -0.05742; -0.0520174; -0.0504753; -0.0390308
25.2; 651391; 451538; -0.0470594; -0.0455629; -0.0408848; -0.0393786; -0.0291498
25.4; 655990; 448460; -0.0363572; -0.03493; -0.0310329; -0.0295997; -0.0207152
25.6; 656723; 446514; -0.0270497; -0.025692; -0.0226545; -0.0212938; -0.0138727
25.8; 654489; 445230; -0.0192748; -0.0180213; -0.0158842; -0.0146162; -0.0087596
26; 649654; 443146; -0.0131787; -0.0120224; -0.0108487; -0.00969467; -0.00551008
26.2; 642005; 440507; -0.00887067; -0.00784305; -0.00768317; -0.00665571; -0.00425825
26.4; 632220; 437099; -0.00646902; -0.00555631; -0.00647728; -0.00556497; -0.00504462
26.6; 621427; 434080; -0.00603914; -0.00522583; -0.00725771; -0.00645138; -0.00784239
26.8; 610173; 431489; -0.00762621; -0.00687224; -0.0100589; -0.00926678; -0.0125639
27; 598539; 429918; -0.0111771; -0.0105229; -0.0147337; -0.0140951; -0.0191759
27.2; 587078; 428326; -0.016661; -0.0160813; -0.0213014; -0.0207567; -0.0275552
27.4; 576347; 426651; -0.0239239; -0.0234825; -0.02959; -0.0291443; -0.0375261
27.6; 566096; 425605; -0.0328832; -0.0325062; -0.0394222; -0.0390601; -0.048825
27.8; 556055; 426464; -0.0432826; -0.0429899; -0.050556; -0.0502992; -0.0612181
28; 546241; 427811; -0.0549086; -0.0546928; -0.0628008; -0.0625878; -0.0744638
28.2; 536356; 428098; -0.0675295; -0.0673688; -0.0758704; -0.0757342; -0.0883182
28.4; 525830; 428102; -0.0809064; -0.0807736; -0.0895569; -0.0894552; -0.102522
28.6; 514520; 428250; -0.094783; -0.0946798; -0.103599; -0.103505; -0.116819
28.8; 503652; 429085; -0.108894; -0.108819; -0.117692; -0.117621; -0.130883
29; 494285; 430920; -0.122999; -0.122892; -0.131578; -0.131485; -0.144411
29.2; 486542; 432947; -0.13677; -0.136647; -0.14495; -0.144825; -0.1571
29.4; 480573; 435335; -0.149915; -0.14975; -0.157501; -0.157344; -0.168674
29.6; 476295; 438417; -0.162138; -0.161917; -0.168985; -0.168769; -0.178927
29.8; 474161; 441311; -0.173168; -0.172886; -0.179158; -0.178875; -0.187672
